개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,건물소유구분명,공장사무직직원수,공장생산직직원수,공장판매직직원수,급수시설구분명,남성종사자수,다중이용업소여부,데이터갱신시점,도로명주소,등급구분명,보증액,본사직원수,상세영업상태명,상세영업상태코드,시설총규모,여성종사자수,영업상태코드,영업장주변구분명,월세액,위생업태명,전통업소주된음식,전통업소지정번호,전화번호,좌표정보(X),좌표정보(Y),지번주소,홈페이지,최종수정시점
4010000,4010000-101-2009-00303,2009-08-27,폐업,2025-05-21,21.00,429-842,15002,이슬처럼,기타,I,,,,,상수도전용,,N,2026-05-02 22:05:35,"경기도 시흥시 진말로9번길 18-7 (장곡동,101호)",,,,폐업,02,21,,03,,,기타,,,0313185674,180759.3490414      ,430778.135401927    ,경기도 시흥시 장곡동 813-3 101호 ,,2025-05-21 14:54:48
4010000,4010000-101-2010-00273,2010-07-07,폐업,2015-07-02,157.40,429-867,15015,벌떡장어촌,횟집,I,,,,,,,N,2026-05-02 22:05:39,"경기도 시흥시 오이도로 247 (정왕동, 1-2층)",,,,폐업,02,157.4,,03,,,횟집,,,0313190122,172383.03330033     ,426573.111261067    ,경기도 시흥시 정왕동 2042-17 1-2층 ,,2015-07-04 15:58:05
4010000,4010000-101-2010-00264,2010-07-02,폐업,2020-11-19,133.35,429-120,14927,본가장수촌,한식,I,,,,,상수도전용,,N,2026-05-02 22:05:38,"경기도 시흥시 금하로 10-1, 1층 (과림동)",,,,폐업,02,133.35,,03,,,한식,,,0226175292,185256.888193657    ,439081.622125267    ,경기도 시흥시 과림동 89-6 1층 ,,2020-11-19 16:20:26
4010000,4010000-101-2014-00235,2014-08-25,폐업,2024-11-13,34.00,429-874,14911,야왕곱창시흥신천점,한식,I,,,,,,,N,2026-05-02 22:05:51,"경기도 시흥시 비둘기공원2길 9, 식주소 1층 일부호 (대야동)",,,,폐업,02,34,,03,,,한식,,,,181567.387398504    ,437527.848019461    ,경기도 시흥시 대야동 555-8 식주소 ,,2024-11-13 10:53:44
4010000,4010000-101-1994-00247,1994-11-12,폐업,1997-02-13,.00,429-810,,파노라마치킨,분식,I,,,,,상수도전용,0,N,2026-05-02 22:03:47,,,,,폐업,02,0,0,03,기타,,분식,,,0316933208,181221.98506208     ,438297.66328643     ,경기도 시흥시 대야동 459-4 ,,2001-07-25 00:00:00
4010000,4010000-101-2007-00228,2007-06-01,폐업,2010-03-04,71.34,429-861,,히트,호프/통닭,I,,,,,,,N,2026-05-02 22:05:27,,,,,폐업,02,71.34,,03,,,호프/통닭,,,,176485.197366965    ,427084.541050041    ,경기도 시흥시 정왕동 1735-4 203호 ,,2007-06-01 00:00:00
4010000,4010000-101-2024-00152,2024-03-13,영업/정상,,53.04,429-856,15057,길상병죽왕,기타,I,,,,,,,N,2026-05-02 22:06:47,"경기도 시흥시 정왕천로389번길 35, 1층 일부호 (정왕동)",,,,영업,01,53.04,,01,,,기타,,,,177541.359990668    ,426991.110831525    ,경기도 시흥시 정왕동 1570-2 1층 일부호,,2025-05-15 09:49:55
4010000,4010000-101-2013-00316,2013-11-21,폐업,2016-03-28,21.00,429-020,,두리야 감자탕,한식,I,,,,,,,N,2026-05-02 22:05:49,"경기도 시흥시 시흥대로 1121, 107호 (신천동)",,,,폐업,02,21,,03,,,한식,,,,181445.951025477    ,437065.406552095    ,경기도 시흥시 신천동 948 107호,,2014-06-09 14:09:53
4010000,4010000-101-2019-00019,2019-01-10,폐업,2022-03-10,42.51,429-450,,분식이이래도되는가시흥배곧점,분식,I,,,,,,,N,2026-05-02 22:06:12,"경기도 시흥시 배곧4로 32-9, 골든프라자 1층 112호 (정왕동)",,,,폐업,02,42.51,,03,,,분식,,,,175765.244425981    ,430553.878700729    ,경기도 시흥시 정왕동 2477-4 골든프라자 ,,2022-03-10 13:10:23
4010000,4010000-101-1999-00143,1999-08-20,폐업,2004-03-24,28.08,429-430,,친구사이연성점,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:03,,,,,폐업,02,28.08,0,03,기타,,한식,,,0316973757,,,경기도 시흥시 장곡동 9999 연성2지구28블럭4롯트 ,,2001-12-22 00:00:00
4010000,4010000-101-1999-00065,1999-05-13,폐업,2023-11-22,38.15,429-809,14905,우정식당,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:02,"경기도 시흥시 복지로71번길 4, 1층 (대야동)",,,,폐업,02,38.15,0,03,기타,,한식,,,0316915720,181362.697488613    ,438223.906860433    ,경기도 시흥시 대야동 455-3 ,,2023-11-22 09:58:41
4010000,4010000-101-2004-00589,2004-12-24,폐업,2005-11-14,33.60,429-874,,원조불닭,정종/대포집/소주방,I,,,,,,,N,2026-05-02 22:05:15,,,,,폐업,02,33.6,,03,,,정종/대포집/소주방,,,0313159288,182071.722506841    ,438163.276123435    ,경기도 시흥시 대야동 578-3 대원빌딩 103호 ,,2004-12-24 00:00:00
4010000,4010000-101-2020-00223,2020-04-22,폐업,2021-12-23,80.60,429-060,14923,짱이네뽕이네,한식,I,,,,,,,N,2026-05-02 22:06:21,"경기도 시흥시 은계호수로 56, 106, 107호 (은행동)",,,,폐업,02,80.6,,03,,,한식,,,,182457.006708864    ,438299.498925258    ,경기도 시흥시 은행동 606 ,,2021-12-23 15:16:28
4010000,4010000-101-2020-00280,2020-05-25,폐업,2021-11-03,41.00,429-060,14922,팔도돼지곱창시흥은계점,기타,I,,,,,,,N,2026-05-02 22:06:22,"경기도 시흥시 은계남로 12, 1층 182호 (은행동, 시흥은계 호반 써밋플레이스)",,,,폐업,02,41,,03,,,기타,,,,182474.148969748    ,437067.114231       ,경기도 시흥시 은행동 644 시흥은계 호반 써밋플레이스 ,,2021-11-03 16:11:58
4010000,4010000-101-2010-00228,2010-06-10,영업/정상,,31.50,429-817,14940,박가네뒷고기매화동점,정종/대포집/소주방,I,,,,,,,N,2026-05-02 22:05:38,"경기도 시흥시 매화1로 9, 1층 (매화동)",,,,영업,01,31.5,,01,,,정종/대포집/소주방,,,,183449.525692595    ,434830.036077034    ,경기도 시흥시 매화동 250-2 1층 ,,2021-04-09 10:08:56
4010000,4010000-101-1996-00138,1996-12-09,폐업,1997-05-12,.00,429-828,,블랙앤화이트포장마차,한식,I,,,,,상수도전용,0,N,2026-05-02 22:03:50,,,,,폐업,02,0,0,03,기타,,한식,,,0316947037,181023.498769873    ,437639.826339962    ,경기도 시흥시 신천동 709-2 ,,2001-07-25 00:00:00
4010000,4010000-101-1997-00365,1997-04-02,폐업,2006-11-22,18.73,429-831,,굿모닝치킨신천점,통닭(치킨),I,,,,,상수도전용,0,N,2026-05-02 22:03:54,,,,,폐업,02,18.73,0,03,주택가주변,,통닭(치킨),,,0313141885,180855.065791569    ,437333.422877087    ,경기도 시흥시 신천동 762-9 ,,2005-03-10 00:00:00
4010000,4010000-101-1997-00266,1997-05-21,폐업,2008-04-17,67.66,429-858,,밀레니엄,경양식,I,,,,,상수도전용,0,N,2026-05-02 22:03:53,,,,,폐업,02,67.66,0,03,기타,,경양식,,,0314978079,177718.261682157    ,426165.225912936    ,경기도 시흥시 정왕동 1626-1 ,,2008-04-17 19:29:10
4010000,4010000-101-1998-00052,1998-03-25,폐업,2004-08-05,50.12,429-858,,원조마포갈비,한식,I,,,,,상수도전용,0,N,2026-05-02 22:03:55,,,,,폐업,02,50.12,0,03,기타,,한식,,,0313193336,177573.864644747    ,426277.658033646    ,경기도 시흥시 정왕동 1623-5 시화타운105 ,,2004-06-09 00:00:00
4010000,4010000-101-1990-00024,1990-10-17,폐업,2015-12-18,36.27,429-831,14950,우리소반,한식,I,,,,,상수도전용,0,N,2026-05-02 22:03:43,경기도 시흥시 신천로104번길 20 (신천동),,,,폐업,02,36.27,0,03,주택가주변,,한식,,,0313117551,181223.96896923     ,437415.427173839    ,경기도 시흥시 신천동 776-4 ,,2013-10-18 10:30:56
4010000,4010000-101-2010-00115,2010-04-09,폐업,2011-04-25,24.40,429-853,,만두와칼국수,기타,I,,,,,,,N,2026-05-02 22:05:38,,,,,폐업,02,24.4,,03,,,기타,,,,175751.992022502    ,425940.901471747    ,경기도 시흥시 정왕동 1367-1 지하109호 ,,2010-08-03 17:05:51
4010000,4010000-101-2005-00008,2005-01-12,폐업,2006-12-22,89.47,429-251,,장수촌오리주물럭,한식,I,,,,,,,N,2026-05-02 22:05:15,,,,,폐업,02,89.47,,03,,,한식,,,0314355289,182571.108767139    ,432600.390227147    ,경기도 시흥시 하중동 853-8 1층 ,,2006-03-20 00:00:00
4010000,4010000-101-2020-00661,2020-09-25,폐업,2024-09-06,28.21,429-300,14986,오므파탈목감점,분식,I,,,,,,,N,2026-05-02 22:06:23,"경기도 시흥시 목감둘레로 253-24, 이지움 더테라스 1층 122호 (조남동)",,,,폐업,02,28.21,,03,,,분식,,,,187571.603834676    ,430994.498092742    ,경기도 시흥시 조남동 707-1 이지움 더테라스 ,,2024-09-06 12:53:06
4010000,4010000-101-2025-00603,2025-10-31,폐업,2025-11-02,3.30,429-060,,워터킹커피로스터스(Waterking Coffee Roasters),기타,I,,,,,,,N,2026-05-02 22:06:59,,,,,폐업,02,3.3,,03,,,기타,,,,182873.645847461    ,438045.692887486    ,경기도 시흥시 은행동 601-150 은계호수공원 ,,2025-11-03 04:15:09
4010000,4010000-101-1998-00548,1998-12-29,폐업,1999-10-18,38.28,429-830,,고고생고기,분식,I,,,,,상수도전용,0,N,2026-05-02 22:04:00,,,,,폐업,02,38.28,0,03,기타,,분식,,,,180838.253079859    ,437461.288943692    ,경기도 시흥시 신천동 734-9 ,,2001-07-25 00:00:00
4010000,4010000-101-1998-00537,1998-12-10,폐업,2002-07-03,8.49,429-831,,덕산식당,분식,I,,,,,상수도전용,0,N,2026-05-02 22:04:00,,,,,폐업,02,8.49,0,03,기타,,분식,,,0316957400,180973.099650667    ,437294.228354945    ,경기도 시흥시 신천동 763-11 ,,2001-07-25 00:00:00
4010000,4010000-101-2007-00060,2007-02-15,폐업,2011-10-21,97.94,429-864,,행복전,정종/대포집/소주방,I,,,,,,,N,2026-05-02 22:05:26,,,,,폐업,02,97.94,,03,,,정종/대포집/소주방,,,,175437.555656941    ,427906.559693391    ,"경기도 시흥시 정왕동 1859-15 104호,105호,106호 ",,2011-10-21 10:33:08
4010000,4010000-101-2013-00227,2013-08-27,폐업,2016-11-15,58.46,429-834,14966,대가,한식,I,,,,,,,N,2026-05-02 22:05:48,"경기도 시흥시 월곶중앙로46번길 5, 1층 (월곶동)",,,,폐업,02,58.46,,03,,,한식,,,,176945.763397155    ,431886.008488728    ,경기도 시흥시 월곶동 1005-12 1층 ,,2015-07-16 16:02:44
4010000,4010000-101-2019-00781,2019-12-10,폐업,2023-03-14,33.00,429-828,14910,1인왕통령,한식,I,,,,,,,N,2026-05-02 22:06:19,"경기도 시흥시 뱀내장터로 10-3, 1층 (신천동)",,,,폐업,02,33,,03,,,한식,,,,180970.049396791    ,437780.47313401     ,경기도 시흥시 신천동 707-47 1층 ,,2023-03-14 10:59:58
4010000,4010000-101-1991-00074,1991-01-07,폐업,1996-12-09,.00,429-882,,인송레스토랑,경양식,I,,,,,상수도전용,0,N,2026-05-02 22:03:44,,,,,폐업,02,0,0,03,기타,,경양식,,,,,,경기도 시흥시 신천동 103-9 ,,2001-07-25 00:00:00
4010000,4010000-101-1989-00050,1989-09-21,폐업,2014-07-24,87.27,429-822,14945,장군숯불갈비,분식,I,,,,,상수도전용,0,N,2026-05-02 22:03:43,"경기도 시흥시 미산로 143, 1층 (미산동)",,,,폐업,02,87.27,0,03,유흥업소밀집지역,,분식,,,0316917893,181533.009589342    ,435114.213474261    ,경기도 시흥시 미산동 288-10 1층 ,,2011-12-16 13:58:40
4010000,4010000-101-1991-00097,1991-07-03,폐업,2013-04-02,19.24,429-050,14944,부국전기구이,한식,I,,,,,상수도전용,0,N,2026-05-02 22:03:44,경기도 시흥시 미산로143번길 12 (미산동),,,,폐업,02,19.24,0,03,기타,,한식,,,0316925083,181616.430045133    ,435037.610171127    ,경기도 시흥시 미산동 산 15-6 ,,2011-12-16 14:18:46
4010000,4010000-101-1990-00027,1990-11-01,폐업,2002-03-04,76.74,429-460,,돌쇠식당,한식,I,,,,,지하수전용,0,N,2026-05-02 22:03:43,,,,,폐업,02,76.74,0,03,기타,,한식,,,0314945469,178917.23449515     ,427758.223244287    ,경기도 시흥시 죽율동 84-1 ,,2002-01-19 00:00:00
4010000,4010000-101-2000-00548,2000-12-02,폐업,2018-07-30,70.80,429-866,15020,윤가네전복칼국수,분식,I,,,,,상수도전용,0,N,2026-05-02 22:04:15,"경기도 시흥시 함송로14번길 5-4 (정왕동, 쌍용(프)103호)",,,,폐업,02,70.8,0,03,기타,,분식,,,0314330117,175941.924905526    ,429080.724794457    ,경기도 시흥시 정왕동 1883-1 쌍용(프)103호 ,,2018-07-30 17:02:21
4010000,4010000-101-2006-00009,2006-01-11,폐업,2008-12-04,20.16,429-810,,두리두리,한식,I,,,,,,,N,2026-05-02 22:05:22,,,,,폐업,02,20.16,,03,,,한식,,,,181108.975499599    ,438335.380642017    ,경기도 시흥시 대야동 464-10 ,,2008-12-02 15:40:02
4010000,4010000-101-2006-00191,2006-05-30,폐업,2008-07-10,73.56,429-867,,장군 연탄 잡부구이,한식,I,,,,,,,N,2026-05-02 22:05:23,,,,,폐업,02,73.56,,03,,,한식,,,0314889293,172355.239016609    ,427187.980290132    ,경기도 시흥시 정왕동 2002-12 ,,2007-06-04 00:00:00
4010000,4010000-101-2009-00284,2009-08-13,폐업,2011-02-09,"1,238.06",429-862,,(주)갤럭시웨딩부페,뷔페식,I,,,,,,,N,2026-05-02 22:05:35,,,,,폐업,02,1238.06,,03,,,뷔페식,,,0313193388,176352.574988974    ,427337.809330146    ,경기도 시흥시 정왕동 1726-2 광개토빌딩 301-305호 ,,2009-08-13 10:14:43
4010000,4010000-101-2000-00462,2000-07-15,폐업,2012-03-26,102.67,429-828,,소주프린스1호점,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:14,,,,,폐업,02,102.67,0,03,기타,,한식,,,0313140878,180971.51736561     ,437730.27986199     ,경기도 시흥시 신천동 707-28 2층 ,,2009-07-30 10:36:49
4010000,4010000-101-2002-00675,2002-12-27,폐업,2004-08-17,41.91,429-836,,뿜빠이,호프/통닭,I,,,,,,0,N,2026-05-02 22:04:29,,,,,폐업,02,41.91,0,03,,,호프/통닭,,,0313111081,181659.693271008    ,436620.355338363    ,경기도 시흥시 은행동 289-52 신성프라자 19차 102호 ,,2002-12-27 00:00:00
4010000,4010000-101-2019-00594,2019-10-07,폐업,2024-08-16,95.00,429-060,14922,마차상회1935시흥은계점,기타,I,,,,,,,N,2026-05-02 22:06:18,"경기도 시흥시 은계번영길 7, 단디프라자 1층 108호,109호 (은행동)",,,,폐업,02,95,,03,,,기타,,,0313173492,182373.170354852    ,437236.336771227    ,경기도 시흥시 은행동 646-2 단디프라자 ,,2024-08-16 16:19:47
4010000,4010000-101-2024-00481,2024-07-18,영업/정상,,164.60,429-819,14934,미소고기국밥,한식,U,,,,,,,N,2026-05-02 22:06:49,"경기도 시흥시 동서로 1249-1, 1층 일부호 (목감동)",,,,영업,01,164.6,,01,,,한식,,,,188159.28516701     ,432819.89610456     ,경기도 시흥시 목감동 69-1 ,,2026-02-25 12:30:25
4010000,4010000-101-2024-00393,2024-06-14,영업/정상,,72.80,429-831,14949,오복성,중국식,I,,,,,,,N,2026-05-02 22:06:49,"경기도 시흥시 신천로83번길 4, 시흥약업사 1층 (신천동)",,,,영업,01,72.8,,01,,,중국식,,,,180951.763364832    ,437329.285323872    ,경기도 시흥시 신천동 764-12 시흥약업사 ,,2024-07-15 17:20:27
4010000,4010000-101-1998-00304,1998-06-12,폐업,2004-01-12,187.66,429-834,,바다왕궁,일식,I,,,,,상수도전용,0,N,2026-05-02 22:03:58,,,,,폐업,02,187.66,0,03,기타,,일식,,,0316981928,176937.52           ,432429.935          ,경기도 시흥시 월곶동 991-10 ,,2001-12-19 00:00:00
4010000,4010000-101-1998-00153,1998-10-19,폐업,2009-10-28,26.64,429-861,,해뜰날,한식,I,,,,,상수도전용,0,N,2026-05-02 22:03:56,,,,,폐업,02,26.64,0,03,기타,,한식,,,0314318887,177559.886016386    ,426152.016863038    ,경기도 시흥시 정왕동 1782-5 서울프라자105호 ,,2007-11-07 11:56:44
4010000,4010000-101-2012-00246,2012-09-06,폐업,2015-01-15,,429-842,14971,오이도 상가번영회,한식,I,,,,,,,N,2026-05-02 22:05:46,경기도 시흥시 섬말길 94 (장곡동),,,,폐업,02,0,,03,,,한식,,,,180550.631930168    ,432305.944015473    ,경기도 시흥시 장곡동 724-10 ,,2012-09-06 20:53:36
4010000,4010000-101-2000-00186,2000-10-13,폐업,2011-12-16,214.48,429-831,,고기마을,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:08,,,,,폐업,02,214.48,0,03,기타,,한식,,,0314351666,181351.25406255     ,437375.246633744    ,경기도 시흥시 신천동 779-11 2층 ,,2010-04-01 11:07:16
4010000,4010000-101-2001-00318,2001-04-24,영업/정상,,31.91,429-450,15025,닭사부,통닭(치킨),I,,,,,상수도전용,0,N,2026-05-02 22:04:19,"경기도 시흥시 정왕신길로139번길 4, 110호 (정왕동)",,,,영업,01,31.91,0,01,기타,,통닭(치킨),,,0314985665,176474.900925575    ,427958.009395818    ,경기도 시흥시 정왕동 1394 110호,,2022-06-14 10:44:50
4010000,4010000-101-2003-00605,2003-11-05,폐업,2009-08-05,,429-834,,와돈 월곶점,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:34,,,,,폐업,02,0,0,03,,,한식,,,0313181252,176774.667584733    ,431931.35510576     ,경기도 시흥시 월곶동 1009-1 월곶풍산프라자 202호 ,,2005-05-30 00:00:00
4010000,4010000-101-2006-00284,2006-08-08,폐업,2011-10-27,31.92,429-847,,버블비어,호프/통닭,I,,,,,,,N,2026-05-02 22:05:23,,,,,폐업,02,31.92,,03,,,호프/통닭,,,0314983646,177996.164327756    ,427027.247914418    ,경기도 시흥시 정왕동 1195-3 1층 ,,2009-11-10 15:04:06
4010000,4010000-101-2003-00063,2003-02-15,영업/정상,,77.77,429-847,15052,브이아이피양꼬치,정종/대포집/소주방,U,,,,,,,N,2026-05-02 22:04:29,"경기도 시흥시 정왕시장길 52, 정왕시장 1층 123, 124호 (정왕동)",,,,영업,01,77.77,,01,,,정종/대포집/소주방,,,0314334999,177684.953752275    ,427088.407686539    ,경기도 시흥시 정왕동 1202 정왕시장 ,,2026-04-07 15:02:46
4010000,4010000-101-2009-00108,2009-04-09,폐업,2010-12-06,4.50,429-842,,토스트나라,식육(숯불구이),I,,,,,상수도전용,,N,2026-05-02 22:05:34,,,,,폐업,02,4.5,,03,,,식육(숯불구이),,,,181038.815105195    ,430797.133977585    ,경기도 시흥시 장곡동 823-6 105호 ,,2010-01-20 12:38:36
4010000,4010000-101-2007-00446,2007-10-15,폐업,2011-06-30,144.32,429-864,,삼국주,한식,I,,,,,,,N,2026-05-02 22:05:30,,,,,폐업,02,144.32,,03,,,한식,,,,175376.074976885    ,427827.761287937    ,경기도 시흥시 정왕동 1855-17 1층 ,,2010-09-13 18:53:59
4010000,4010000-101-2005-00109,2005-04-14,폐업,2009-12-31,18.00,429-874,,호프포장마차,정종/대포집/소주방,I,,,,,,,N,2026-05-02 22:05:16,,,,,폐업,02,18,,03,,,정종/대포집/소주방,,,0313149316,181575.605867182    ,437723.49637397     ,경기도 시흥시 대야동 547 청구2차아파트상가 101호 ,,2008-10-27 14:14:44
4010000,4010000-101-2005-00232,2005-06-29,폐업,2010-04-06,76.36,429-847,,돈이좋아,한식,I,,,,,,,N,2026-05-02 22:05:18,,,,,폐업,02,76.36,,03,,,한식,,,0314310094,178068.001080919    ,427292.928827494    ,경기도 시흥시 정왕동 1166-5 1층 ,,2008-10-30 10:11:25
4010000,4010000-101-2019-00097,2019-03-06,폐업,2021-01-20,26.62,429-270,14977,국수&꼬마김밥,한식,I,,,,,,,N,2026-05-02 22:06:14,"경기도 시흥시 연성로 95, 삼성프라자 1층 103호 (하상동)",,,,폐업,02,26.62,,03,,,한식,,,,183464.121501032    ,432114.12514358     ,경기도 시흥시 하상동 377-2 삼성프라자 ,,2021-01-20 10:39:16
4010000,4010000-101-2022-00675,2022-09-23,폐업,2024-01-19,48.26,429-060,14922,김종구식맛치킨옛날통닭은계점,호프/통닭,I,,,,,,,N,2026-05-02 22:06:36,"경기도 시흥시 은계번영길 7, 단디프라자 1층 103호 (은행동)",,,,폐업,02,48.26,,03,,,호프/통닭,,,,182373.170354852    ,437236.336771227    ,경기도 시흥시 은행동 646-2 단디프라자 ,,2024-01-19 13:06:32
4010000,4010000-101-2012-00174,2012-06-18,영업/정상,,126.66,429-842,15002,연성직거래수산,한식,I,,,,,,,N,2026-05-02 22:05:45,"경기도 시흥시 진말로9번길 12-8, 1층 (장곡동)",,,,영업,01,126.66,,01,,,한식,,,0314353715,180828.166624273    ,430773.921206639    ,경기도 시흥시 장곡동 816-10 ,,2021-07-13 15:39:46
4010000,4010000-101-2019-00263,2019-05-27,영업/정상,,887.97,429-882,14950,초원한우숯불갈비,식육(숯불구이),I,,,,,,,Y,2026-05-02 22:06:15,"경기도 시흥시 시흥대로1152번길 1, 1,2,3층 (신천동)",,,,영업,01,887.97,,01,,,식육(숯불구이),,,0313159292,181415.00491339     ,437374.181612842    ,경기도 시흥시 신천동 83-18 ,,2021-09-08 14:57:23
4010000,4010000-101-2026-00387,2026-08-26,영업/정상,,48.00,429-320,14985,육회왕자연어공주목감점,한식,I,,,,,,,N,2026-08-27 21:47:51,"경기도 시흥시 남왕길 48-20, 1층 일부호 (목감동)",,,,영업,01,48,,01,,,한식,,,,187764.266799472    ,431185.513324262    ,경기도 시흥시 목감동 412-5 ,,2026-08-26 11:06:52
4010000,4010000-101-2015-00027,2015-01-06,영업/정상,,57.43,429-856,15051,송가네막국수,한식,I,,,,,,,N,2026-05-02 22:05:52,"경기도 시흥시 정왕천로408번길 23-1, 1층 (정왕동)",,,,영업,01,57.43,,01,,,한식,,,0314993221,178139.225540761    ,426818.794353684    ,경기도 시흥시 정왕동 1518-5 102호,,2021-07-29 17:15:52
4010000,4010000-101-2013-00350,2013-12-30,영업/정상,,63.93,429-867,15015,백미옛날갈비,식육(숯불구이),I,,,,,상수도전용,,N,2026-05-02 22:05:49,"경기도 시흥시 오이도어시장로 24-1 (정왕동, 1층일부)",,,,영업,01,63.93,,01,,,식육(숯불구이),,,,172487.6205         ,426975.157          ,경기도 시흥시 정왕동 2014-4 1층일부 ,,2025-08-01 10:27:58
4010000,4010000-101-2013-00229,2013-08-29,영업/정상,,22.90,429-930,15025,카츠백정왕점,한식,I,,,,,,,N,2026-05-02 22:05:48,"경기도 시흥시 역전로313번길 4, 1층 일부호 (정왕동)",,,,영업,01,22.9,,01,,,한식,,,0314989298,176670.757494969    ,427891.454463622    ,경기도 시흥시 정왕동 2305-11 ,,2025-09-11 17:11:21
4010000,4010000-101-2023-00309,2023-05-10,영업/정상,,31.32,429-856,15057,아이구야,기타,I,,,,,,,N,2026-05-02 22:06:41,"경기도 시흥시 정왕천로369번길 59-3, 1층 일부호 (정왕동)",,,,영업,01,31.32,,01,,,기타,,,,177230.536833761    ,426972.076580526    ,경기도 시흥시 정왕동 1592-13 ,,2023-07-17 20:17:45
4010000,4010000-101-2024-00549,2024-08-23,폐업,2026-08-04,79.06,,15011,피노트(PINOT),기타,U,,,,,,,N,2026-08-05 21:47:50,"경기도 시흥시 서울대학로264번길 7, 시흥배곧 아브뉴프랑 센트럴 퍼플 2층 제비-230호 (배곧동)",,,,폐업,02,79.06,,03,,,기타,,,,175664.38434522     ,429710.991159924    ,경기도 시흥시 배곧동 220 시흥배곧 아브뉴프랑 센트럴 퍼플 ,,2026-08-04 09:43:38
4010000,4010000-101-2002-00667,2002-12-26,영업/정상,,26.95,429-874,14914,정가네식당,한식,I,,,,,,0,N,2026-05-02 22:04:29,"경기도 시흥시 은행로173번길 7 (대야동, 이수(빌)121호)",,,,영업,01,26.95,0,01,,,한식,,,0314045622,182018.681265246    ,438166.662764113    ,경기도 시흥시 대야동 576 이수(빌)121호 ,,2020-12-10 20:22:26
4010000,4010000-101-2022-00296,2022-05-10,영업/정상,,151.44,429-280,14983,빅트리,한식,I,,,,,,,Y,2026-05-02 22:06:34,"경기도 시흥시 동서로811번길 46-1, 2층 (물왕동)",,,,영업,01,151.44,,01,,,한식,,,,185809.983091712    ,431731.304435374    ,경기도 시흥시 물왕동 125 ,,2023-12-19 11:55:45
4010000,4010000-101-2024-00352,2024-05-29,영업/정상,,28.56,429-801,15068,홍화당꼬마김밥,한식,U,,,,,,,N,2026-06-09 03:03:03,"경기도 시흥시 군자로477번길 2, 1층 일부호 (거모동)",,,,영업,01,28.56,,01,,,한식,,,,180772.077791465    ,427269.755505341    ,경기도 시흥시 거모동 1725-5 102호,,2026-06-08 17:13:53
4010000,4010000-101-2017-00138,2017-04-04,영업/정상,,88.64,429-320,14985,봉스시,한식,I,,,,,상수도전용,,N,2026-05-02 22:06:02,"경기도 시흥시 목감우회로 39, 2층 204호 (목감동, 목감시티프라자)",,,,영업,01,88.64,,01,,,한식,,,,187541.51966767     ,431089.417107257    ,경기도 시흥시 목감동 403 ,,2022-06-14 13:33:38
4010000,4010000-101-2022-00021,2022-01-14,영업/정상,,56.12,429-801,15068,최경우쭈꾸미앤(&)천수냉면,기타,U,,,,,,,N,2026-05-02 22:06:32,"경기도 시흥시 군자로 475, 재정빌딩 1층 일부호 (거모동)",,,,영업,01,56.12,,01,,,기타,,,,180749.468454166    ,427288.836589916    ,경기도 시흥시 거모동 1724-9 재정빌딩 ,,2026-01-26 16:41:57
4010000,4010000-101-2023-00382,2023-06-02,폐업,2024-06-07,192.29,429-060,14923,와스레나이데,기타,I,,,,,,,N,2026-05-02 22:06:42,"경기도 시흥시 은계로 260, 우평 라비엔빌딩 1층 110호 111호 112호 113호 (은행동)",,,,폐업,02,192.29,,03,,,기타,,,,182509.841143539    ,438098.221788795    ,경기도 시흥시 은행동 611 우평 라비엔빌딩 ,,2024-06-07 16:12:50
4010000,4010000-101-1999-00229,1999-12-18,폐업,2004-12-02,113.77,429-871,,청솔가든,한식,I,,,,,상수도전용,0,N,2026-05-02 22:04:03,,,,,폐업,02,113.77,0,03,유흥업소밀집지역,,한식,,,0316954140,180010.708559826    ,433373.129564098    ,경기도 시흥시 포동 20-56 ,,2001-12-26 00:00:00
4010000,4010000-101-1996-00214,1996-10-30,폐업,2005-05-20,18.02,429-882,,힛트호프,경양식,I,,,,,상수도전용,0,N,2026-05-02 22:03:51,,,,,폐업,02,18.02,0,03,주택가주변,,경양식,,,0316934652,,,경기도 시흥시 신천동 109-24 ,,2001-07-25 00:00:00
4010000,4010000-101-2024-00511,2024-08-02,폐업,2025-08-04,27.36,,15012,트럼프심버거,기타,I,,,,,,,N,2026-05-02 22:06:49,"경기도 시흥시 서울대학로 100, 상가502동 지1층 103호 (배곧동, 시흥배곧신도시 이지더원2차 에듀그린)",,,,폐업,02,27.36,,03,,,기타,,,,174616.05097483     ,428550.216457932    ,경기도 시흥시 배곧동 279 시흥배곧신도시 이지더원2차 에듀그린 ,,2025-08-04 09:35:58
4010000,4010000-101-2016-00288,2016-09-23,폐업,2024-12-26,149.60,429-834,14963,장해진의그리움,라이브카페,I,,,,,,,N,2026-05-02 22:05:58,"경기도 시흥시 월곶해안로 107, 1층 (월곶동, 한일프라자)",,,,폐업,02,149.6,,03,,,라이브카페,,,0313161188,176405.436711034    ,431937.712791762    ,경기도 시흥시 월곶동 1013-3 ,,2024-12-26 17:28:44
